sweep_label,nn_distance_quartile,group,n,median_weighted_abs_error,median_nn_distance_12d,p95_weighted_abs_error,p95_nn_distance_12d
coupled_A3_S3_random,q3,coupled_A3_S3_random:q3,393,0.00205054203979671,0.09569507837295532,0.0037529864348471165,0.1259206771850586
coupled_B2_S3_random,q1_nearest,coupled_B2_S3_random:q1_nearest,2137,0.0010834933491423726,0.03591098636388779,0.0023101255297660822,0.044988762587308884
coupled_B2_S3_random,q2,coupled_B2_S3_random:q2,1995,0.001196354627609253,0.05661890283226967,0.0027225589612498878,0.0764962300658226
coupled_B2_S3_random,q3,coupled_B2_S3_random:q3,535,0.001440380816347897,0.0979967936873436,0.0032272406388074155,0.1318442478775978
coupled_C1_A1_C3_A2_random,q1_nearest,coupled_C1_A1_C3_A2_random:q1_nearest,10,0.002178652212023735,0.008501796051859856,0.00800154516473412,0.04078132286667823
coupled_C1_A1_C3_A2_random,q2,coupled_C1_A1_C3_A2_random:q2,56,0.005757671548053622,0.07141784206032753,0.011969263898208737,0.08091889321804047
coupled_C1_A1_C3_A2_random,q3,coupled_C1_A1_C3_A2_random:q3,1019,0.007772591896355152,0.15542525053024292,0.019199545495212068,0.20778082460165023
coupled_C1_A1_C3_A2_random,q4_farthest,coupled_C1_A1_C3_A2_random:q4_farthest,1099,0.009928969666361809,0.27132418751716614,0.024041510373353954,0.3703005194664001
coupled_C1_C3_A2_random,q1_nearest,coupled_C1_C3_A2_random:q1_nearest,522,0.0034264123532921076,0.037234436720609665,0.008283478580415247,0.04503614660352469
coupled_C1_C3_A2_random,q2,coupled_C1_C3_A2_random:q2,1810,0.0037077264860272408,0.06412429735064507,0.008639419078826902,0.07948944792151451
coupled_C1_C3_A2_random,q3,coupled_C1_C3_A2_random:q3,1177,0.00453366432338953,0.09636873006820679,0.011146494373679164,0.1339059740304947
coupled_C1_C3_S3_random,q1_nearest,coupled_C1_C3_S3_random:q1_nearest,236,0.0034438861766830087,0.03938824683427811,0.008473703172057867,0.04549957253038883
coupled_C1_C3_S3_random,q2,coupled_C1_C3_S3_random:q2,812,0.0036958878627046943,0.06340640410780907,0.009147668071091172,0.07869566828012466
coupled_C1_C3_S3_random,q3,coupled_C1_C3_S3_random:q3,285,0.004753175191581249,0.09100139141082764,0.011264476180076602,0.11676309406757356
coupled_C3_A3_S3_random,q1_nearest,coupled_C3_A3_S3_random:q1_nearest,163,0.00395564641803503,0.04012128338217735,0.009860121179372072,0.04564236104488373
coupled_C3_A3_S3_random,q2,coupled_C3_A3_S3_random:q2,1562,0.004426437895745039,0.06765756383538246,0.010006208112463354,0.07990616783499717
coupled_C3_A3_S3_random,q3,coupled_C3_A3_S3_random:q3,2271,0.005406858865171671,0.10116446018218994,0.011721151880919933,0.16382640600204468
coupled_C3_A3_S3_random,q4_farthest,coupled_C3_A3_S3_random:q4_farthest,4,0.011949912644922733,0.2174077332019806,0.016977348364889618,0.21789738535881042
coupled_C3_B2_random,q1_nearest,coupled_C3_B2_random:q1_nearest,1026,0.003573942114599049,0.03191756084561348,0.00918753631412983,0.044225956313312054
coupled_C3_B2_random,q2,coupled_C3_B2_random:q2,304,0.004522187169641256,0.05265991948544979,0.010503323329612608,0.0685208462178707
coupled_C3_B2_random,q3,coupled_C3_B2_random:q3,3,0.007621380966156721,0.08284475654363632,0.011197646101936697,0.08596374988555908
coupled_full_random,q1_nearest,coupled_full_random:q1_nearest,1,0.002677957061678171,0.040607623755931854,0.002677957061678171,0.040607623755931854
coupled_full_random,q2,coupled_full_random:q2,4,0.00249573087785393,0.06087556295096874,0.005660260398872196,0.07096636034548283
coupled_full_random,q3,coupled_full_random:q3,51,0.006328182760626078,0.16762755811214447,0.017004873603582382,0.21266872435808182
coupled_full_random,q4_farthest,coupled_full_random:q4_farthest,8000,0.01496514119207859,0.5514415800571442,0.03836970254778859,0.7340798944234846
coupled_sparse_random,q1_nearest,coupled_sparse_random:q1_nearest,509,0.0012891560327261686,0.02666950225830078,0.005782190524041651,0.04468556940555572
coupled_sparse_random,q2,coupled_sparse_random:q2,525,0.002557944506406784,0.06222325190901756,0.0083385158330202,0.07912071496248245
coupled_sparse_random,q3,coupled_sparse_random:q3,1618,0.004619809566065669,0.14664088189601898,0.014485244359821067,0.20971041321754455
coupled_sparse_random,q4_farthest,coupled_sparse_random:q4_farthest,3391,0.009414044208824635,0.3620487153530121,0.028009990230202675,0.5946266055107117
